against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_happiness;defense;experience_growth;height_m;hp;sp_attack;sp_defense;speed;weight_kg;is_legendary
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,305555556;0,5;0,173333333;0,384615385;0,125874126;0,133858268;0,163043478;0,161904762;0,285714286;0,007158648;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,5;0,5;0,284444444;0,384615385;0,230769231;0,232283465;0,298913043;0,280952381;0,428571429;0,068322981;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,277777778;0,5;0,155555556;0,384615385;0,013986014;0,133858268;0,217391304;0,142857143;0,485714286;0,00621118;0
0,2;0,333333333;0,5;0,125;0,428571429;0,25;0,2;0,066666667;0,5;0,2;0,5;0,2;1;0,5;0,25;0,2;0,142857143;0,2;0,444444444;0,5;0,2;0,384615385;-0,013986014;0,232283465;0,461956522;0,30952381;0,6;-0,000105274;0
0,2;0,333333333;0,5;0;0,428571429;0,25;0,2;0,2;0,5;0,466666667;0,25;0,466666667;1;0,25;0,25;0,066666667;0,428571429;0,466666667;0,388888889;0,5;0,377777778;0,384615385;-0,013986014;0,192913386;0;0,071428571;0,2;-0,000105274;0
0,2;0,333333333;0,5;0;0,428571429;0,25;0,2;0,2;0,5;0,466666667;0,25;0,466666667;1;0,25;0,25;0,066666667;0,428571429;0,466666667;0,527777778;0,5;0,511111111;0,384615385;-0,013986014;0,291338583;0,081521739;0,214285714;0,342857143;-0,000105274;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,233333333;0,5;0,208888889;0,442173077;0,013986014;0,212598425;0,163043478;0,095238095;0,205714286;0,007263923;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,316666667;0,5;0,275555556;0,442173077;0,041958042;0,271653543;0,244565217;0,166666667;0,291428571;0,020949574;0
0,066666667;0,333333333;0,5;0;0,142857143;0,125;0,2;0,2;0,5;0,2;0,5;0,466666667;1;0,125;0,5;0,066666667;0,428571429;0,466666667;0,483333333;0,5;0,364444444;0,442173077;0,076923077;0,350393701;0,35326087;0,30952381;0,405714286;0,063059269;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,288888889;0,5;0,155555556;0,442173077;0,020979021;0,177165354;0,163043478;0,095238095;0,257142857;0,009369407;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,372222222;0,5;0,231111111;0,442173077;0,048951049;0,236220472;0,244565217;0,166666667;0,342857143;0,020423202;0
0,066666667;0,333333333;0,5;0;0,142857143;0,125;0,2;0,2;0,5;0,2;0,5;0,466666667;1;0,125;0,5;0,066666667;0,428571429;0,466666667;0,538888889;0,5;0,32;0,442173077;0,083916084;0,31496063;0,407608696;0,261904762;0,457142857;0,065164754;0
0,066666667;0;0;0,25;0,428571429;0,125;0,2;0,2;0,5;0,2;0,25;0,2;1;1;0,25;0,2;1;0,2;0,222222222;1;0,191111111;0,192307692;0,027972028;0,271653543;0,27173913;0,214285714;0,171428571;0,007790294;0
0,066666667;0;0;0,25;0,428571429;0,125;0,2;0,2;0,5;0,2;0,25;0,2;1;1;0,25;0,2;1;0,2;0,361111111;1;0,302222222;0,192307692;0,076923077;0,37007874;0,461956522;0,333333333;0,314285714;0,042004422;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,2;0,5;0,155555556;0,384615385;-0,013986014;0,145669291;0,217391304;0,214285714;0,342857143;-0,000105274;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,344444444;0,5;0,311111111;0,384615385;-0,013986014;0,283464567;0,385869565;0,380952381;0,594285714;-0,000105274;0
0,066666667;0;0;0,25;0,428571429;0,25;0,2;0,2;0;0,2;0,25;0,2;1;1;0,25;0,2;1;0,2;0,222222222;0,5;0,066666667;0,192307692;0,020979021;0,448818898;0,190217391;0,023809524;0,085714286;0,005684809;0
0,066666667;0;0;0,25;0,428571429;0,25;0,2;0,2;0;0,2;0,25;0,2;1;1;0,25;0,2;1;0,2;0,361111111;0,5;0,177777778;0,192307692;0,055944056;0,547244094;0,407608696;0,142857143;0,228571429;0,012527634;0
0;0,333333333;0,5;0,5;0,142857143;0,0625;0,2;0,2;0,5;0;0;0,466666667;1;0,25;0,5;0,466666667;0,428571429;0,2;0,222222222;0,5;0,133333333;0,384615385;0,041958042;0,153543307;0,108695652;0,095238095;0,285714286;0,007790294;0
0;0,333333333;0,5;0,5;0,142857143;0,0625;0,2;0,2;0,5;0;0;0,466666667;1;0,25;0,5;0,466666667;0,428571429;0,2;0,416666667;0,5;0,288888889;0,384615385;0,097902098;0,291338583;0,298913043;0,261904762;0,485714286;0,057795557;0
0,2;0,333333333;0,5;0,125;0,142857143;0,125;0,466666667;0,466666667;0,5;0;0,25;0,466666667;1;0,5;0,5;0,2;0,428571429;0,066666667;0,25;0,5;0,222222222;0,442173077;0,020979021;0,173228346;0,35326087;0,214285714;0,142857143;0,005579535;0
0,2;0,333333333;0,5;0,125;0,142857143;0,125;0,466666667;0,466666667;0,5;0;0,25;0,466666667;1;0,5;0,5;0,2;0,428571429;0,066666667;0,333333333;0,5;0,288888889;0,442173077;0,041958042;0,232283465;0,407608696;0,261904762;0,2;0,00894831;0
0,2;0,333333333;0,5;0,125;0,142857143;0,125;0,466666667;0,466666667;0,5;0;0,25;0,466666667;1;0,5;0,5;0,2;0,428571429;0,066666667;0,416666667;0,5;0,355555556;0,442173077;0,06993007;0,291338583;0,543478261;0,333333333;0,257142857;0,019475734;0
0,466666667;0,333333333;0,5;0,125;0,428571429;0,125;1;1;0,5;0;0,0625;0,466666667;1;1;0,25;0,466666667;0,428571429;0,066666667;0,361111111;0,5;0,222222222;0,384615385;0,006993007;0,133858268;0,190217391;0,166666667;0,114285714;0,005579535;0
0,466666667;0,333333333;0,5;0,125;0,428571429;0,125;1;1;0,5;0;0,0625;0,466666667;1;1;0,25;0,466666667;0,428571429;0,066666667;0,5;0,5;0,333333333;0,384615385;0,055944056;0,232283465;0,27173913;0,285714286;0,142857143;0,030950626;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,0625;0,466666667;0,466666667;0,5;0;0,25;0,2;1;0,25;0,5;0,466666667;0,428571429;0,2;0,277777778;0,5;0,2;0,384615385;0,055944056;0,232283465;0,163043478;0,166666667;0,228571429;0,031476998;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,0625;0,466666667;0,466666667;0,5;0;0,25;0,2;1;0,25;0,5;0,466666667;0,428571429;0,2;0,333333333;0,5;0,244444444;0,384615385;0,090909091;0,271653543;0,434782609;0,261904762;0,485714286;0,013054006;0
0,2;0,333333333;0,5;0;0,428571429;0,25;0,2;0,2;0,5;0,466666667;0,25;0,466666667;1;0,25;0,25;0,066666667;0,428571429;0,466666667;0,277777778;0,5;0,111111111;0,384615385;-0,013986014;0,035433071;0,135869565;0,119047619;0,485714286;-0,000105274;0
0,2;0,333333333;0,5;0;0,428571429;0,25;0,2;0,2;0,5;0,466666667;0,25;0,466666667;1;0,25;0,25;0,066666667;0,428571429;0,466666667;0,527777778;0,5;0,244444444;0,384615385;-0,013986014;0,133858268;0,217391304;0,238095238;0,6;-0,000105274;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,166666667;0,5;0,133333333;0,384615385;-0,013986014;0,153543307;0,217391304;0,095238095;0,485714286;-0,000105274;0
0,2;0,333333333;0,5;0,25;0,428571429;0,5;0,2;0,2;0;0,2;0,25;0,2;1;0,5;0,25;0,2;0,428571429;0,2;0,305555556;0,5;0,244444444;0,384615385;-0,013986014;0,251968504;0,35326087;0,214285714;0,628571429;-0,000105274;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,261111111;0,5;0,191111111;0,384615385;0,041958042;0,192913386;0,298913043;0,142857143;0,285714286;0,020528477;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,427777778;0,5;0,324444444;0,384615385;0,104895105;0,311023622;0,461956522;0,285714286;0,457142857;0,080534793;0
0,066666667;0;0,5;0,25;1;0,25;0,2;0,466666667;0,5;0,2;0,25;0,2;1;0,5;0,5;0,066666667;0,428571429;0,2;0,416666667;0,5;0,133333333;0,384615385;0,020979021;0,153543307;0,135869565;0,119047619;0,371428571;0,029371513;0
0,066666667;0;0,5;0,25;1;0,25;0,2;0,466666667;0,5;0,2;0,25;0,2;1;0,5;0,5;0,066666667;0,428571429;0,2;0,555555556;0,5;0,244444444;0,384615385;0,055944056;0,251968504;0,27173913;0,238095238;0,514285714;0,033582482;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,361111111;0,5;0,177777778;0,625;0,034965035;0,212598425;0,326086957;0,142857143;0,314285714;0,019896831;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,583333333;0,5;0,333333333;0,625;0,118881119;0,350393701;0,489130435;0,285714286;0,514285714;0,163069797;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,25;0,5;0,155555556;0,442173077;0,027972028;0,153543307;0,163043478;0,095238095;0,485714286;0,012948731;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,333333333;0,5;0,266666667;0,442173077;0,055944056;0,251968504;0,217391304;0,142857143;0,485714286;0,020949574;0
0,066666667;0;0,5;0,5;1;0,25;0,066666667;0,466666667;0,5;0,466666667;0,25;0,066666667;1;0,5;0,5;0,066666667;0,142857143;0,066666667;0,5;0,5;0,4;0,442173077;0,076923077;0,350393701;0,326086957;0,333333333;0,371428571;0,056742815;0
0,466666667;1;0,5;0,25;0,428571429;0,125;0,2;0,2;1;0,2;0,25;0,2;1;0,5;0,125;0,2;0,428571429;0,2;0,083333333;0,5;0,044444444;0,442173077;0,048951049;0,094488189;0,516304348;0,166666667;0,485714286;0,020423202;0
0,466666667;1;0,5;0,25;0,428571429;0,125;0,2;0,2;1;0,2;0,25;0,2;1;0,5;0,125;0,2;0,428571429;0,2;0,166666667;0,5;0,111111111;0,442173077;0,076923077;0,153543307;0,597826087;0,238095238;0,571428571;0,059374671;0
0,466666667;1;0,5;0,25;0,428571429;0,125;0,2;0,2;1;0,2;0,25;0,2;1;0,5;0,125;0,2;0,428571429;0,2;0,25;0,5;0,266666667;0,442173077;0,090909091;0,212598425;0,89673913;0,404761905;0,828571429;0,050426361;0
0,066666667;0;0,5;0,25;1;0,25;0,2;0,466666667;0,5;0,2;0,25;0,2;1;0,5;0,5;0,066666667;0,428571429;0,2;0,416666667;0,5;0,2;0,442173077;0,041958042;0,271653543;0,135869565;0,071428571;0,171428571;0,020423202;0
0,066666667;0;0,5;0,25;1;0,25;0,2;0,466666667;0,5;0,2;0,25;0,2;1;0,5;0,5;0,066666667;0,428571429;0,2;0,527777778;0,5;0,288888889;0,442173077;0,090909091;0,311023622;0,217391304;0,19047619;0,228571429;0,074113065;0
0,066666667;0;0,5;0,25;1;0,25;0,2;0,466666667;0,5;0,2;0,25;0,2;1;0,5;0,5;0,066666667;0,428571429;0,2;0,694444444;0,5;0,333333333;0,442173077;0,097902098;0,350393701;0,298913043;0,30952381;0,285714286;0,136751237;0
0,2;0,333333333;0,5;0,125;0,142857143;0,125;0,466666667;0,466666667;0,5;0;0,25;0,466666667;1;0,5;0,5;0,2;0,428571429;0,066666667;0,388888889;0,5;0,133333333;0,442173077;0,034965035;0,192913386;0,326086957;0,047619048;0,2;0,004105695;0
0,2;0,333333333;0,5;0,125;0,142857143;0,125;0,466666667;0,466666667;0,5;0;0,25;0,466666667;1;0,5;0,5;0,2;0,428571429;0,066666667;0,472222222;0,5;0,2;0,442173077;0,055944056;0,251968504;0,407608696;0,119047619;0,285714286;0,006632277;0
0,2;0,333333333;0,5;0,125;0,142857143;0,125;0,466666667;0,466666667;0,5;0;0,25;0,466666667;1;0,5;0,5;0,2;0,428571429;0,066666667;0,555555556;0,5;0,266666667;0,442173077;0,104895105;0,311023622;0,489130435;0,238095238;0,371428571;0,016212233;0
0,066666667;0,333333333;0,5;0,5;0,142857143;0,125;0,066666667;0,2;0,5;0,2;0,5;0,066666667;1;0,25;0,5;0,2;0,142857143;0,066666667;0,194444444;0,5;0,133333333;0,625;0,048951049;0,153543307;0,217391304;0,380952381;0,371428571;0,047794505;0
0,066666667;0,333333333;0,5;0,5;0,142857143;0,125;0,066666667;0,2;0,5;0,2;0,5;0,066666667;1;0,25;0,5;0,2;0,142857143;0,066666667;0,361111111;0,5;0,266666667;0,625;0,097902098;0,311023622;0,380434783;0,476190476;0,542857143;0,057795557;0
0,2;0,333333333;0,5;0;0,428571429;0,5;0,066666667;0,066666667;0,5;1;0,5;0,466666667;0,5;0,125;0,25;0,066666667;1;1;0,416666667;0,5;0,422222222;0,442173077;-0,013986014;0,153543307;0,108695652;0,047619048;0,085714286;-0,000105274;0
0,2;0,333333333;0,5;0;0,428571429;0,5;0,066666667;0,066666667;0,5;1;0,5;0,466666667;0,5;0,125;0,25;0,066666667;1;1;0,5;0,5;0,488888889;0,442173077;-0,013986014;0,212598425;0,190217391;0,119047619;0,171428571;-0,000105274;0
0,2;0,333333333;0,5;0;0,428571429;0,5;0,066666667;0,066666667;0,5;1;0,5;0,466666667;0,5;0,125;0,25;0,066666667;1;1;0,638888889;0,5;0,555555556;0,442173077;-0,013986014;0,311023622;0,244565217;0,214285714;0,228571429;-0,000105274;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,444444444;0,5;0,222222222;0,384615385;0,055944056;0,192913386;0,298913043;0,214285714;0,485714286;0,031476998;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,25;0,066666667;0,2;0,5;0,066666667;0,5;0,066666667;1;0,5;0,25;0,466666667;0,142857143;0,466666667;0,527777778;0,5;0,288888889;0,384615385;0,104895105;0,251968504;0,380434783;0,285714286;0,571428571;0,099905253;0
0,466666667;1;0,5;0,5;0,428571429;0,125;0,066666667;0,2;1;0,466666667;0,25;0,066666667;1;0,5;0,125;0,2;0,142857143;0,066666667;0,333333333;0,5;0,266666667;0,384615385;0,06993007;0,350393701;0,163043478;0,095238095;0,057142857;0,037793452;0
0,466666667;1;0,5;0,5;0,428571429;0,125;0,066666667;0,2;1;0,466666667;0,25;0,066666667;1;0,5;0,125;0,2;0,142857143;0,066666667;0,388888889;0,5;0,777777778;0,384615385;0,097902098;0,37007874;0,652173913;0,285714286;0,142857143;0,082535004;0
0,066666667;0,333333333;0,25;0,125;0,142857143;0,5;0,466666667;0;0,5;0,066666667;1;0,066666667;0,5;0;0,125;0,066666667;0;0,2;0,166666667;0,5;0,288888889;0,384615385;0,006993007;0,094488189;0,461956522;0,166666667;0,228571429;0,00621118;0
0,066666667;0,333333333;0,25;0,125;0,142857143;0,5;0,466666667;0;0,5;0,066666667;1;0,066666667;0,5;0;0,125;0,066666667;0;0,2;0,305555556;0,5;0,4;0,384615385;0,055944056;0,192913386;0,597826087;0,238095238;0,371428571;0,063059269;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,25;0,2;0,2;0;0,066666667;0;0,466666667;1;0,5;0,25;0,466666667;0,428571429;0,2;0,472222222;0,5;0,222222222;0,384615385;0,041958042;0,200787402;0,260869565;0,2;0,314285714;0,015685862;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,25;0,2;0,2;0;0,066666667;0;0,466666667;1;0,5;0,25;0,466666667;0,428571429;0,2;0,444444444;0,5;0,177777778;0,384615385;0,083916084;0,133858268;0,135869565;0,071428571;0,4;0,041162228;0
0,066666667;0,333333333;0,5;0,5;0,428571429;0,25;0,2;0,2;0;0,066666667;0;0,466666667;1;0,5;0,25;0,466666667;0,428571429;0,2;0,583333333;0,5;0,288888889;0,384615385;0,111888112;0,232283465;0,27173913;0,19047619;0,6;0,089588378;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,222222222;0,5;0,222222222;0,384615385;0,062937063;0,251968504;0,190217391;0,238095238;0,228571429;0,094641541;0
0,2;0,333333333;0,5;0,5;0,428571429;0,5;0,2;0,2;0,5;0,466666667;0,25;0;1;0,5;0,25;0,466666667;0,428571429;0,066666667;0,361111111;0,5;0,333333333;0,384615385;0,104895105;0,350393701;0,326086957;0,357142857;0,371428571;0,126223813;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,416666667;0,5;0,2;0,384615385;-0,013986014;0,311023622;0,163043478;0,142857143;0,114285714;-0,000105274;0
0,066666667;0,333333333;0,5;0,25;0,142857143;0,125;0,2;0,2;0,5;0,066666667;0,5;0,2;1;0,25;0,5;0,2;0,428571429;0,2;0,555555556;0,5;0,311111111;0,384615385;-0,013986014;0,409448819;0,298913043;0,380952381;0,257142857;-0,000105274;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,333333333;0,5;0,422222222;0,625;0,006993007;0,114173228;0,190217391;0,023809524;0,2;0,004105695;0
0,2;0,333333333;0,5;0,5;0,428571429;0,5;0,2;0,2;0,5;0,466666667;0,25;0;1;0,5;0,25;0,466666667;0,428571429;0,066666667;0,5;0,5;0,777777778;0,625;0,090909091;0,192913386;0,407608696;0,119047619;0,371428571;0,139383093;0
0;1;0,5;0,25;0,142857143;0;0,2;0,2;1;0,066666667;0,5;0,2;0;0,125;0,5;0,2;0,428571429;0,2;0,166666667;0,5;0,111111111;0,442173077;0,076923077;0,114173228;0,489130435;0,071428571;0,428571429;0;0
0;1;0,5;0,25;0,142857143;0;0,2;0,2;1;0,066666667;0,5;0,2;0;0,125;0,5;0,2;0,428571429;0,2;0,25;0,5;0,177777778;0,442173077;0,097902098;0,173228346;0,570652174;0,166666667;0,514285714;0;0
0;1;0,5;0,25;0,142857143;0;0,2;0,2;1;0,066666667;0,5;0,2;0;0,125;0,5;0,2;0,428571429;0,2;0,333333333;0,5;0,333333333;0,442173077;0,090909091;0,232283465;0,869565217;0,357142857;0,714285714;0,042530793;0
0,2;0,333333333;0,5;0;0,428571429;0,5;0,066666667;0,066666667;0,5;1;0,5;0,466666667;0,5;0,125;0,25;0,066666667;1;1;0,222222222;0,5;0,688888889;0,384615385;0,601398601;0,133858268;0,108695652;0,119047619;0,371428571;0,220970628;0
0,466666667;1;0,5;0,25;0,428571429;0,125;0,2;0,2;1;0,2;0,25;0,2;1;0,5;0,125;0,2;0,428571429;0,2;0,238888889;0,5;0,177777778;0,384615385;0,055944056;0,232283465;0,179347826;0,333333333;0,211428571;0,034003579;0
0,466666667;1;0,5;0,25;0,428571429;0,125;0,2;0,2;1;0,2;0,25;0,2;1;0,5;0,125;0,2;0,428571429;0,2;0,377777778;0,5;0,288888889;0,384615385;0,097902098;0,330708661;0,342391304;0,452380952;0,354285714;0,079482051;0
0,2;0,333333333;0,5;0,5;0,428571429;0,25;0,066666667;0,2;0,5;0,466666667;0,25;0,066666667;1;0,5;0,25;0,2;0,142857143;0,066666667;0,555555556;0,5;0,377777778;0,384615385;0,013986014;0,114173228;0,081521739;0,023809524;0,257142857;0,006737551;0
